"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Shoulder Press (Dumbbell)",,"Hak 7",0,"normal",20,8,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Shoulder Press (Dumbbell)",,"Hak 7",1,"normal",18,8,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Lat Pulldown (Cable)",,"",0,"normal",80,11,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Lat Pulldown (Cable)",,"",1,"normal",80,10,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Lat Pulldown (Cable)",,"",2,"normal",80,7,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Bench Press (Smith Machine)",,"",0,"normal",67.5,7,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Bench Press (Smith Machine)",,"",1,"normal",65,5,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Bench Press (Smith Machine)",,"",2,"normal",60,6,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",80,9,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",75,9,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",75,6,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",80,11,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",80,8,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",70,9,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Lateral Raise (Cable)",,"",0,"normal",4.75,12,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Lateral Raise (Cable)",,"",1,"normal",4.75,12,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Lateral Raise (Cable)",,"",2,"normal",4.75,12,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Lateral Raise (Cable)",,"",3,"normal",4.75,12,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Lateral Raise (Cable)",,"",4,"normal",4.75,10,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Lateral Raise (Cable)",,"",5,"normal",4.75,11,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Skullcrusher (Barbell)",,"",0,"normal",22.5,14,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Skullcrusher (Barbell)",,"",1,"normal",22.5,12,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Skullcrusher (Barbell)",,"",2,"normal",22.5,10,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","EZ Bar Biceps Curl",,"",0,"normal",22.5,13,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","EZ Bar Biceps Curl",,"",1,"normal",22.5,10,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","EZ Bar Biceps Curl",,"",2,"normal",22.5,9,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Seated Incline Curl (Dumbbell)",,"",0,"normal",12.5,12,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Seated Incline Curl (Dumbbell)",,"",1,"normal",12.5,9,,,
"Upper","18 Dec 2025, 12:34","18 Dec 2025, 14:09","","Seated Incline Curl (Dumbbell)",,"",2,"normal",12.5,6,,,
"Lower","17 Dec 2025, 12:52","17 Dec 2025, 13:44","","Lying Leg Curl (Machine)",,"",0,"normal",65,12,,,
"Lower","17 Dec 2025, 12:52","17 Dec 2025, 13:44","","Lying Leg Curl (Machine)",,"",1,"normal",65,8,,,
"Lower","17 Dec 2025, 12:52","17 Dec 2025, 13:44","","Lying Leg Curl (Machine)",,"",2,"normal",60,8,,,
"Lower","17 Dec 2025, 12:52","17 Dec 2025, 13:44","","Leg Press Horizontal (Machine)",,"",0,"normal",140,11,,,
"Lower","17 Dec 2025, 12:52","17 Dec 2025, 13:44","","Leg Press Horizontal (Machine)",,"",1,"normal",140,8,,,
"Lower","17 Dec 2025, 12:52","17 Dec 2025, 13:44","","Leg Press Horizontal (Machine)",,"",2,"normal",140,6,,,
"Lower","17 Dec 2025, 12:52","17 Dec 2025, 13:44","","Leg Extension (Machine)",,"",0,"normal",190,12,,,
"Lower","17 Dec 2025, 12:52","17 Dec 2025, 13:44","","Leg Extension (Machine)",,"",1,"normal",190,10,,,
"Lower","17 Dec 2025, 12:52","17 Dec 2025, 13:44","","Leg Extension (Machine)",,"",2,"normal",190,7,,,
"Lower","17 Dec 2025, 12:52","17 Dec 2025, 13:44","","Back Extension (Machine)",,"",0,"normal",56.25,12,,,
"Lower","17 Dec 2025, 12:52","17 Dec 2025, 13:44","","Back Extension (Machine)",,"",1,"normal",56.25,8,,,
"Lower","17 Dec 2025, 12:52","17 Dec 2025, 13:44","","Back Extension (Machine)",,"",2,"normal",56.25,5,,,
"Lower","17 Dec 2025, 12:52","17 Dec 2025, 13:44","","Crunch (Machine)",,"",0,"normal",56.25,17,,,
"Lower","17 Dec 2025, 12:52","17 Dec 2025, 13:44","","Crunch (Machine)",,"",1,"normal",56.25,9,,,
"Lower","17 Dec 2025, 12:52","17 Dec 2025, 13:44","","Calf Press (Machine)",,"",0,"normal",147.5,16,,,
"Lower","17 Dec 2025, 12:52","17 Dec 2025, 13:44","","Calf Press (Machine)",,"",1,"normal",147.5,13,,,
"Lower","17 Dec 2025, 12:52","17 Dec 2025, 13:44","","Calf Press (Machine)",,"",2,"normal",147.5,11,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Incline Bench Press (Smith Machine)",,"",0,"normal",52,10,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Incline Bench Press (Smith Machine)",,"",1,"normal",52,8,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Incline Bench Press (Smith Machine)",,"",2,"normal",52,4,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",80,11,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",80,9,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",80,5,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Chest Fly (Machine)",,"",0,"normal",90,12,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Chest Fly (Machine)",,"",1,"normal",90,9,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Chest Fly (Machine)",,"",2,"normal",75,9,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",75,12,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",75,12,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",75,7,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",80,8,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",75,8,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",75,6,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Skullcrusher (Barbell)",,"",0,"normal",22.5,13,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Skullcrusher (Barbell)",,"",1,"normal",22.5,10,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Skullcrusher (Barbell)",,"",2,"normal",22.5,9,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","EZ Bar Biceps Curl",,"",0,"normal",22.5,13,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","EZ Bar Biceps Curl",,"",1,"normal",22.5,9,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","EZ Bar Biceps Curl",,"",2,"normal",22.5,8,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Lateral Raise (Cable)",,"",0,"normal",4.5,12,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Lateral Raise (Cable)",,"",1,"normal",4.5,12,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Lateral Raise (Cable)",,"",2,"normal",4.5,12,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Lateral Raise (Cable)",,"",3,"normal",4.5,12,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Lateral Raise (Cable)",,"",4,"normal",4.5,9,,,
"Upper","16 Dec 2025, 14:42","16 Dec 2025, 16:11","","Lateral Raise (Cable)",,"",5,"normal",4.5,10,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Incline Bench Press (Smith Machine)",,"",0,"normal",50,10,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Incline Bench Press (Smith Machine)",,"",1,"normal",50,9,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Incline Bench Press (Smith Machine)",,"",2,"normal",50,7,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",70,13,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",70,12,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",70,8,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Chest Fly (Machine)",,"",0,"normal",90,11,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Chest Fly (Machine)",,"",1,"normal",85,10,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Chest Fly (Machine)",,"",2,"normal",80,8,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Lat Pulldown (Cable)",,"",0,"normal",80,10,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Lat Pulldown (Cable)",,"",1,"normal",75,9,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Lat Pulldown (Cable)",,"",2,"normal",75,4,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Skullcrusher (Barbell)",,"",0,"normal",20,12,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Skullcrusher (Barbell)",,"",1,"normal",20,11,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Skullcrusher (Barbell)",,"",2,"normal",20,9,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","EZ Bar Biceps Curl",,"",0,"normal",24,12,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","EZ Bar Biceps Curl",,"",1,"normal",24,11,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","EZ Bar Biceps Curl",,"",2,"normal",24,7,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",78,8,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",70,9,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",70,8,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Lateral Raise (Cable)",,"",0,"normal",4.5,12,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Lateral Raise (Cable)",,"",1,"normal",4.5,12,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Lateral Raise (Cable)",,"",2,"normal",4.5,9,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Lateral Raise (Cable)",,"",3,"normal",4.5,10,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Lateral Raise (Cable)",,"",4,"normal",4.5,6,,,
"Upper","12 Dec 2025, 13:01","12 Dec 2025, 14:33","","Lateral Raise (Cable)",,"",5,"normal",4.5,9,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Lying Leg Curl (Machine)",,"",0,"normal",62.5,12,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Lying Leg Curl (Machine)",,"",1,"normal",62.5,12,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Lying Leg Curl (Machine)",,"",2,"normal",62.5,9,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Leg Press Horizontal (Machine)",,"",0,"normal",140,10,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Leg Press Horizontal (Machine)",,"",1,"normal",140,7,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Leg Press Horizontal (Machine)",,"",2,"normal",125,5,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Leg Extension (Machine)",,"",0,"normal",190,10,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Leg Extension (Machine)",,"",1,"normal",190,9,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Leg Extension (Machine)",,"",2,"normal",190,8,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Hip Abduction (Machine)",,"",0,"normal",69.8,12,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Hip Abduction (Machine)",,"",1,"normal",69.8,12,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Hip Adduction (Machine)",,"",0,"normal",58.5,12,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Hip Adduction (Machine)",,"",1,"normal",58.5,4,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Back Extension (Machine)",,"",0,"normal",60,12,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Back Extension (Machine)",,"",1,"normal",56.25,12,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Back Extension (Machine)",,"",2,"normal",56.25,5,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Crunch (Machine)",,"",0,"normal",56.25,15,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Crunch (Machine)",,"",1,"normal",56.25,9,,,
"Lower","11 Dec 2025, 16:33","11 Dec 2025, 17:37","","Crunch (Machine)",,"",2,"normal",52.5,5,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Bench Press (Smith Machine)",,"",0,"normal",60,12,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Bench Press (Smith Machine)",,"",1,"normal",60,9,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Bench Press (Smith Machine)",,"",2,"normal",60,4,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Incline Bench Press (Smith Machine)",,"",0,"normal",42,10,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Incline Bench Press (Smith Machine)",,"",1,"normal",42,9,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Incline Bench Press (Smith Machine)",,"",2,"normal",42,8,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",78,11,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",78,9,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",78,8,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Lat Pulldown (Cable)",,"",0,"normal",80,7,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Lat Pulldown (Cable)",,"",1,"normal",70,8,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",70,13,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",70,9,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Skullcrusher (Barbell)",,"Sæde helt lagt ned",0,"normal",20,11,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Skullcrusher (Barbell)",,"Sæde helt lagt ned",1,"normal",20,7,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Skullcrusher (Barbell)",,"Sæde helt lagt ned",2,"normal",17.5,7,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","EZ Bar Biceps Curl",,"",0,"normal",24,12,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","EZ Bar Biceps Curl",,"",1,"normal",24,9,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","EZ Bar Biceps Curl",,"",2,"normal",24,7,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Lateral Raise (Cable)",,"",0,"normal",3.4,11,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Lateral Raise (Cable)",,"",1,"normal",3.4,10,,,
"Upper","9 Dec 2025, 14:34","9 Dec 2025, 16:05","","Lateral Raise (Cable)",,"",2,"normal",3.4,8,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Lying Leg Curl (Machine)",,"",0,"normal",62.5,12,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Lying Leg Curl (Machine)",,"",1,"normal",62.5,11,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Lying Leg Curl (Machine)",,"",2,"normal",62.5,8,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Leg Extension (Machine)",,"",0,"normal",190,12,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Leg Extension (Machine)",,"",1,"normal",190,11,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Leg Extension (Machine)",,"",2,"normal",190,7,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Back Extension (Machine)",,"",0,"normal",60,12,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Back Extension (Machine)",,"",1,"normal",60,10,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Back Extension (Machine)",,"",2,"normal",60,7,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Leg Press Horizontal (Machine)",,"",0,"normal",137.5,5,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Leg Press Horizontal (Machine)",,"",1,"normal",130,7,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Leg Press Horizontal (Machine)",,"",2,"normal",117.5,9,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Calf Press (Machine)",,"",0,"normal",147.5,14,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Calf Press (Machine)",,"",1,"normal",147.5,12,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Calf Press (Machine)",,"",2,"normal",147.5,10,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Hip Abduction (Machine)",,"",0,"normal",67.5,12,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Hip Abduction (Machine)",,"",1,"normal",67.5,12,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Hip Abduction (Machine)",,"",2,"normal",67.5,12,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Hip Adduction (Machine)",,"",0,"normal",56.3,12,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Hip Adduction (Machine)",,"",1,"normal",56.3,12,,,
"Lower","3 Dec 2025, 14:24","3 Dec 2025, 15:35","","Hip Adduction (Machine)",,"",2,"normal",56.3,9,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",76,12,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",76,9,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",76,7,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","Chest Fly (Machine)",,"Hak 3 røven frem i sæddet",0,"normal",75,14,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","Chest Fly (Machine)",,"Hak 3 røven frem i sæddet",1,"normal",75,11,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","Chest Fly (Machine)",,"Hak 3 røven frem i sæddet",2,"normal",75,7,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",65,16,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",65,9,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",65,10,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","Iso-Lateral High Row (Machine)",,"",0,"normal",45,9,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",10,15,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",15,13,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",15,8,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","Skullcrusher (Barbell)",,"Bar 7,5 kg",0,"normal",25,7,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","Skullcrusher (Barbell)",,"Bar 7,5 kg",1,"normal",20,11,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","Skullcrusher (Barbell)",,"Bar 7,5 kg",2,"normal",20,9,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","EZ Bar Biceps Curl",,"",0,"normal",28,9,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","EZ Bar Biceps Curl",,"",1,"normal",28,6,,,
"Upper","2 Dec 2025, 14:36","2 Dec 2025, 15:55","","EZ Bar Biceps Curl",,"",2,"normal",28,6,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Lying Leg Curl (Machine)",,"",0,"normal",62.5,12,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Lying Leg Curl (Machine)",,"",1,"normal",62.5,12,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Lying Leg Curl (Machine)",,"",2,"normal",62.5,6,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Leg Press Horizontal (Machine)",,"",0,"normal",132.5,12,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Leg Press Horizontal (Machine)",,"",1,"normal",137.5,10,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Leg Press Horizontal (Machine)",,"",2,"normal",137.5,5,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Leg Extension (Machine)",,"",0,"normal",190,10,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Leg Extension (Machine)",,"",1,"normal",185,9,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Leg Extension (Machine)",,"",2,"normal",180,6,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Hip Abduction (Machine)",,"",0,"normal",67.5,12,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Hip Abduction (Machine)",,"",1,"normal",67.5,11,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Hip Abduction (Machine)",,"",2,"normal",67.5,8,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Hip Adduction (Machine)",,"",0,"normal",56.3,12,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Hip Adduction (Machine)",,"",1,"normal",56.3,8,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Hip Adduction (Machine)",,"",2,"normal",56.3,6,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Back Extension (Machine)",,"",0,"normal",56.25,16,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Back Extension (Machine)",,"",1,"normal",56.25,11,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Back Extension (Machine)",,"",2,"normal",56.25,6,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Crunch (Machine)",,"",0,"normal",52.5,16,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Crunch (Machine)",,"",1,"normal",52.5,12,,,
"Lower","1 Dec 2025, 14:18","1 Dec 2025, 15:29","","Crunch (Machine)",,"",2,"normal",52.5,9,,,
"Upper","28 Nov 2025, 12:11","28 Nov 2025, 13:31","","Bench Press (Smith Machine)",,"",0,"normal",65,10,,,
"Upper","28 Nov 2025, 12:11","28 Nov 2025, 13:31","","Bench Press (Smith Machine)",,"",1,"normal",65,8,,,
"Upper","28 Nov 2025, 12:11","28 Nov 2025, 13:31","","Bench Press (Smith Machine)",,"",2,"normal",65,6,,,
"Upper","28 Nov 2025, 12:11","28 Nov 2025, 13:31","","Lat Pulldown (Cable)",,"",0,"normal",80,11,,,
"Upper","28 Nov 2025, 12:11","28 Nov 2025, 13:31","","Lat Pulldown (Cable)",,"",1,"normal",80,9,,,
"Upper","28 Nov 2025, 12:11","28 Nov 2025, 13:31","","Lat Pulldown (Cable)",,"",2,"normal",80,7,,,
"Upper","28 Nov 2025, 12:11","28 Nov 2025, 13:31","","Shoulder Press (Dumbbell)",,"",0,"normal",22,8,,,
"Upper","28 Nov 2025, 12:11","28 Nov 2025, 13:31","","Shoulder Press (Dumbbell)",,"",1,"normal",22,5,,,
"Upper","28 Nov 2025, 12:11","28 Nov 2025, 13:31","","Shoulder Press (Dumbbell)",,"",2,"normal",18,6,,,
